Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
TRE,TRE_conventional_hydroelectric_1,2,1,0.0,0.0,0.0,0.0
TRE,TRE_conventional_steam_coal_1,2,1,0.0,0.0,0.0,0.0
TRE,TRE_conventional_steam_coal_2,2,2,0.0,0.0,0.0,0.0
TRE,TRE_natural_gas_fired_combined_cycle_1,2,1,0.0,1.697403960656742e9,0.0,1.697403960656742e9
TRE,TRE_natural_gas_fired_combined_cycle_2,2,2,0.0,3.5580088105066204e8,0.0,3.5580088105066204e8
TRE,TRE_natural_gas_fired_combustion_turbine_1,2,1,0.0,1.6467675071113068e8,0.0,1.6467675071113068e8
TRE,TRE_natural_gas_fired_combustion_turbine_2,2,2,0.0,1.5920817523783284e8,0.0,1.5920817523783284e8
TRE,TRE_natural_gas_internal_combustion_engine_1,2,1,0.0,2.8311561249379195e7,0.0,2.8311561249379195e7
TRE,TRE_natural_gas_steam_turbine_1,2,1,0.0,4.646035273899967e8,0.0,4.646035273899967e8
TRE,TRE_nuclear_1,2,1,0.0,2.8835301520817e8,0.0,2.8835301520817e8
TRE,TRE_onshore_wind_turbine_1,2,1,0.0,2.0128644852970168e8,0.0,2.0128644852970168e8
TRE,TRE_petroleum_liquids_1,2,1,0.0,1.3347545803605043e6,0.0,1.3347545803605043e6
TRE,TRE_small_hydroelectric_1,2,1,0.0,20341.656872690226,0.0,20341.656872690226
TRE,TRE_solar_photovoltaic_1,2,1,0.0,647878.7456695169,0.0,647878.7456695169
WECC,WECC_batteries_1,3,1,-0.0,0.0,1.2771281246771408e7,1.2771281246771408e7
WECC,WECC_biomass_1,3,1,0.0,0.0,3.668943698908391e7,3.668943698908391e7
WECC,WECC_conventional_hydroelectric_1,3,1,0.0,0.0,0.0,0.0
WECC,WECC_conventional_steam_coal_1,3,1,0.0,0.0,7.60103825888646e8,7.60103825888646e8
WECC,WECC_conventional_steam_coal_2,3,2,0.0,0.0,0.0,0.0
WECC,WECC_geothermal_1,3,1,0.0,0.0,1.1668705876528247e8,1.1668705876528247e8
WECC,WECC_hydroelectric_pumped_storage_1,3,1,-0.0,0.0,7.900565995621352e7,7.900565995621352e7
WECC,WECC_natural_gas_fired_combined_cycle_1,3,1,0.0,0.0,2.503225060398742e9,2.503225060398742e9
WECC,WECC_natural_gas_fired_combined_cycle_2,3,2,0.0,0.0,8.324972980711949e8,8.324972980711949e8
WECC,WECC_natural_gas_fired_combustion_turbine_1,3,1,0.0,0.0,1.0156315285753386e9,1.0156315285753386e9
WECC,WECC_natural_gas_fired_combustion_turbine_2,3,2,0.0,0.0,4.1827289296538967e8,4.1827289296538967e8
WECC,WECC_natural_gas_internal_combustion_engine_1,3,1,0.0,0.0,8.541113717877577e7,8.541113717877577e7
WECC,WECC_natural_gas_steam_turbine_1,3,1,0.0,0.0,1.777539068400901e8,1.777539068400901e8
WECC,WECC_nuclear_1,3,1,0.0,0.0,3.4458747430112743e8,3.4458747430112743e8
WECC,WECC_onshore_wind_turbine_1,3,1,0.0,0.0,2.6086164729368064e8,2.6086164729368064e8
WECC,WECC_petroleum_liquids_1,3,1,0.0,0.0,4.236264938739597e7,4.236264938739597e7
WECC,WECC_small_hydroelectric_1,3,1,0.0,0.0,2.2217079156725798e7,2.2217079156725798e7
WECC,WECC_solar_photovoltaic_1,3,1,0.0,0.0,5.647756365566543e7,5.647756365566543e7
WECC,WECC_distributed_generation_1,3,1,0.0,0.0,5.804721280057477e8,5.804721280057477e8
EIC,EIC_distributed_generation_1,1,1,1.0257259559260834e10,0.0,0.0,1.0257259559260834e10
TRE,TRE_distributed_generation_1,2,1,0.0,52857.82350689784,0.0,52857.82350689784
EIC,EIC_naturalgas_ccavgcf_moderate_0,1,0,0.0,0.0,0.0,0.0
EIC,EIC_naturalgas_ctavgcf_moderate_0,1,0,571.9325661088077,0.0,0.0,571.9325661088077
EIC,EIC_battery_moderate_0,1,0,-318.2214390993118,0.0,0.0,-318.2214390993118
EIC,EIC_naturalgas_ccccsavgcf_conservative_0,1,0,0.0,0.0,0.0,0.0
EIC,EIC_advnuclear_atb_moderate_0,1,0,1895.575061016122,0.0,0.0,1895.575061016122
EIC,EIC_storage_metalair_advanced_0,1,0,4.4585483947248556e7,0.0,0.0,4.4585483947248556e7
EIC,EIC_landbasedwind_class1_moderate_0,1,0,2.887249332174336e9,0.0,0.0,2.887249332174336e9
EIC,EIC_landbasedwind_class1_moderate_1,1,1,4.0603227857505803e9,0.0,0.0,4.0603227857505803e9
EIC,EIC_landbasedwind_class1_moderate_2,1,2,3116.5942074965437,0.0,0.0,3116.5942074965437
EIC,EIC_landbasedwind_class1_moderate_3,1,3,4596.237076851052,0.0,0.0,4596.237076851052
EIC,EIC_landbasedwind_class1_moderate_4,1,4,2372.8668715468666,0.0,0.0,2372.8668715468666
EIC,EIC_landbasedwind_class1_moderate_5,1,5,8094.439529493068,0.0,0.0,8094.439529493068
EIC,EIC_landbasedwind_class1_moderate_6,1,6,845.5515698797805,0.0,0.0,845.5515698797805
EIC,EIC_landbasedwind_class1_moderate_7,1,7,2454.865494677606,0.0,0.0,2454.865494677606
EIC,EIC_landbasedwind_class1_moderate_8,1,8,352.8108363157597,0.0,0.0,352.8108363157597
EIC,EIC_landbasedwind_class1_moderate_9,1,9,155.33070923693478,0.0,0.0,155.33070923693478
EIC,EIC_utilitypv_class1_moderate_0,1,0,506.3157716208226,0.0,0.0,506.3157716208226
EIC,EIC_utilitypv_class1_moderate_1,1,1,3710.9844854373973,0.0,0.0,3710.9844854373973
EIC,EIC_utilitypv_class1_moderate_2,1,2,219.04896513603384,0.0,0.0,219.04896513603384
EIC,EIC_utilitypv_class1_moderate_3,1,3,793.8975808441958,0.0,0.0,793.8975808441958
EIC,EIC_utilitypv_class1_moderate_4,1,4,294.4075439765146,0.0,0.0,294.4075439765146
EIC,EIC_utilitypv_class1_moderate_5,1,5,153.59231600837268,0.0,0.0,153.59231600837268
EIC,EIC_utilitypv_class1_moderate_6,1,6,180.47251617754733,0.0,0.0,180.47251617754733
EIC,EIC_utilitypv_class1_moderate_7,1,7,355.2329813323542,0.0,0.0,355.2329813323542
EIC,EIC_utilitypv_class1_moderate_8,1,8,176.41791880483046,0.0,0.0,176.41791880483046
EIC,EIC_utilitypv_class1_moderate_9,1,9,18.497589802868305,0.0,0.0,18.497589802868305
EIC,EIC_offshorewind_class3_moderate_fixed_1_0,1,0,316.2911344826836,0.0,0.0,316.2911344826836
EIC,EIC_offshorewind_class3_moderate_fixed_1_1,1,1,375.33323666885826,0.0,0.0,375.33323666885826
EIC,EIC_offshorewind_class3_moderate_fixed_1_2,1,2,273.1759961915058,0.0,0.0,273.1759961915058
EIC,EIC_offshorewind_class3_moderate_fixed_1_3,1,3,346.7855997325725,0.0,0.0,346.7855997325725
EIC,EIC_offshorewind_class3_moderate_fixed_1_4,1,4,305.6626388026976,0.0,0.0,305.6626388026976
EIC,EIC_offshorewind_class3_moderate_fixed_1_5,1,5,23.191898590944994,0.0,0.0,23.191898590944994
EIC,EIC_offshorewind_class3_moderate_fixed_1_6,1,6,63.902241623640556,0.0,0.0,63.902241623640556
EIC,EIC_offshorewind_class3_moderate_fixed_1_7,1,7,48.28468618796828,0.0,0.0,48.28468618796828
EIC,EIC_offshorewind_class3_moderate_fixed_1_8,1,8,40.16907682718755,0.0,0.0,40.16907682718755
EIC,EIC_offshorewind_class3_moderate_fixed_1_9,1,9,83.98890067315142,0.0,0.0,83.98890067315142
EIC,EIC_offshorewind_class3_moderate_fixed_0_0,1,0,316.2911344826836,0.0,0.0,316.2911344826836
EIC,EIC_offshorewind_class3_moderate_fixed_0_1,1,1,375.33323666885826,0.0,0.0,375.33323666885826
EIC,EIC_offshorewind_class3_moderate_fixed_0_4,1,4,273.1759961915058,0.0,0.0,273.1759961915058
EIC,EIC_offshorewind_class3_moderate_fixed_0_5,1,5,346.7855997325725,0.0,0.0,346.7855997325725
EIC,EIC_offshorewind_class3_moderate_fixed_0_10,1,10,305.6626388026976,0.0,0.0,305.6626388026976
EIC,EIC_offshorewind_class3_moderate_fixed_0_11,1,11,23.191898590944994,0.0,0.0,23.191898590944994
EIC,EIC_offshorewind_class3_moderate_fixed_0_18,1,18,63.902241623640556,0.0,0.0,63.902241623640556
EIC,EIC_offshorewind_class3_moderate_fixed_0_19,1,19,48.28468618796828,0.0,0.0,48.28468618796828
EIC,EIC_offshorewind_class3_moderate_fixed_0_28,1,28,40.16907682718755,0.0,0.0,40.16907682718755
EIC,EIC_offshorewind_class3_moderate_fixed_0_29,1,29,83.98890067315142,0.0,0.0,83.98890067315142
EIC,EIC_offshorewind_class12_moderate_floating_1_0,1,0,204.64698363417335,0.0,0.0,204.64698363417335
EIC,EIC_offshorewind_class12_moderate_floating_1_1,1,1,237.43173463612848,0.0,0.0,237.43173463612848
EIC,EIC_offshorewind_class12_moderate_floating_1_6,1,6,188.2273945125842,0.0,0.0,188.2273945125842
EIC,EIC_offshorewind_class12_moderate_floating_1_7,1,7,233.31971141329913,0.0,0.0,233.31971141329913
EIC,EIC_offshorewind_class12_moderate_floating_1_18,1,18,198.17826039392338,0.0,0.0,198.17826039392338
EIC,EIC_offshorewind_class12_moderate_floating_1_19,1,19,18.728350573040995,0.0,0.0,18.728350573040995
EIC,EIC_offshorewind_class12_moderate_floating_1_38,1,38,48.212692663496945,0.0,0.0,48.212692663496945
EIC,EIC_offshorewind_class12_moderate_floating_1_39,1,39,42.635107199535305,0.0,0.0,42.635107199535305
EIC,EIC_offshorewind_class12_moderate_floating_1_68,1,68,35.302197857226226,0.0,0.0,35.302197857226226
EIC,EIC_offshorewind_class12_moderate_floating_1_69,1,69,62.90001978851747,0.0,0.0,62.90001978851747
EIC,EIC_offshorewind_class12_moderate_floating_0_0,1,0,204.64698363417335,0.0,0.0,204.64698363417335
EIC,EIC_offshorewind_class12_moderate_floating_0_1,1,1,237.43173463612848,0.0,0.0,237.43173463612848
EIC,EIC_offshorewind_class12_moderate_floating_0_8,1,8,188.2273945125842,0.0,0.0,188.2273945125842
EIC,EIC_offshorewind_class12_moderate_floating_0_9,1,9,233.31971141329916,0.0,0.0,233.31971141329916
EIC,EIC_offshorewind_class12_moderate_floating_0_28,1,28,198.1782603939234,0.0,0.0,198.1782603939234
EIC,EIC_offshorewind_class12_moderate_floating_0_29,1,29,18.728350573040995,0.0,0.0,18.728350573040995
EIC,EIC_offshorewind_class12_moderate_floating_0_68,1,68,48.212692663496945,0.0,0.0,48.212692663496945
EIC,EIC_offshorewind_class12_moderate_floating_0_69,1,69,42.635107199535305,0.0,0.0,42.635107199535305
EIC,EIC_offshorewind_class12_moderate_floating_0_138,1,138,35.302197857226226,0.0,0.0,35.302197857226226
EIC,EIC_offshorewind_class12_moderate_floating_0_139,1,139,62.90001978851747,0.0,0.0,62.90001978851747
TRE,TRE_naturalgas_ccavgcf_moderate_0,2,0,0.0,0.0,0.0,0.0
TRE,TRE_naturalgas_ctavgcf_moderate_0,2,0,0.0,2.6751952778602695e8,0.0,2.6751952778602695e8
TRE,TRE_battery_moderate_0,2,0,-0.0,1.4208549598006254e8,-0.0,1.4208549598006254e8
TRE,TRE_naturalgas_ccccsavgcf_conservative_0,2,0,0.0,0.0,0.0,0.0
TRE,TRE_advnuclear_atb_moderate_0,2,0,0.0,2022.9728490429345,0.0,2022.9728490429345
TRE,TRE_storage_metalair_advanced_0,2,0,0.0,6.040411538894908e6,0.0,6.040411538894908e6
TRE,TRE_landbasedwind_class1_moderate_0,2,0,0.0,1.1813663125019975e8,0.0,1.1813663125019975e8
TRE,TRE_landbasedwind_class1_moderate_1,2,1,0.0,2.867987040349287e8,0.0,2.867987040349287e8
TRE,TRE_landbasedwind_class1_moderate_2,2,2,0.0,6.560550333863985e7,0.0,6.560550333863985e7
TRE,TRE_landbasedwind_class1_moderate_3,2,3,0.0,52772.168009003624,0.0,52772.168009003624
TRE,TRE_landbasedwind_class1_moderate_4,2,4,0.0,1.3094659892358728e7,0.0,1.3094659892358728e7
TRE,TRE_landbasedwind_class1_moderate_5,2,5,0.0,3554.5423100265944,0.0,3554.5423100265944
TRE,TRE_landbasedwind_class1_moderate_6,2,6,0.0,245.3199446576542,0.0,245.3199446576542
TRE,TRE_landbasedwind_class1_moderate_7,2,7,0.0,5.6156562067687854e7,0.0,5.6156562067687854e7
TRE,TRE_landbasedwind_class1_moderate_8,2,8,0.0,73.34176183198406,0.0,73.34176183198406
TRE,TRE_landbasedwind_class1_moderate_9,2,9,0.0,225.3435895317835,0.0,225.3435895317835
TRE,TRE_utilitypv_class1_moderate_0,2,0,0.0,185.35518342142458,0.0,185.35518342142458
TRE,TRE_utilitypv_class1_moderate_1,2,1,0.0,3.683983525832848e7,0.0,3.683983525832848e7
TRE,TRE_utilitypv_class1_moderate_2,2,2,0.0,55.656081596845894,0.0,55.656081596845894
TRE,TRE_utilitypv_class1_moderate_3,2,3,0.0,124.39117777281335,0.0,124.39117777281335
TRE,TRE_utilitypv_class1_moderate_4,2,4,0.0,33.251234510999325,0.0,33.251234510999325
TRE,TRE_utilitypv_class1_moderate_5,2,5,0.0,129.8538920777713,0.0,129.8538920777713
TRE,TRE_utilitypv_class1_moderate_6,2,6,0.0,67.79311192159074,0.0,67.79311192159074
TRE,TRE_utilitypv_class1_moderate_7,2,7,0.0,14.4708405282553,0.0,14.4708405282553
TRE,TRE_utilitypv_class1_moderate_8,2,8,0.0,10.613225618777882,0.0,10.613225618777882
TRE,TRE_utilitypv_class1_moderate_9,2,9,0.0,9.314048864952326,0.0,9.314048864952326
TRE,TRE_offshorewind_class3_moderate_fixed_1_0,2,0,0.0,81.47237283558604,0.0,81.47237283558604
TRE,TRE_offshorewind_class3_moderate_fixed_1_1,2,1,0.0,113.862791616454,0.0,113.862791616454
TRE,TRE_offshorewind_class3_moderate_fixed_1_2,2,2,0.0,54.889691089520745,0.0,54.889691089520745
TRE,TRE_offshorewind_class3_moderate_fixed_1_3,2,3,0.0,51.743938410177,0.0,51.743938410177
TRE,TRE_offshorewind_class3_moderate_fixed_1_4,2,4,0.0,72.84025521130518,0.0,72.84025521130518
TRE,TRE_offshorewind_class3_moderate_fixed_1_5,2,5,0.0,102.99051363266825,0.0,102.99051363266825
TRE,TRE_offshorewind_class3_moderate_fixed_1_6,2,6,0.0,105.80206617141451,0.0,105.80206617141451
TRE,TRE_offshorewind_class3_moderate_fixed_1_7,2,7,0.0,61.6535593959321,0.0,61.6535593959321
TRE,TRE_offshorewind_class3_moderate_fixed_1_8,2,8,0.0,102.76411346787376,0.0,102.76411346787376
TRE,TRE_offshorewind_class3_moderate_fixed_1_9,2,9,0.0,90.27981926526942,0.0,90.27981926526942
TRE,TRE_offshorewind_class3_moderate_fixed_0_0,2,0,0.0,81.47237283558604,0.0,81.47237283558604
TRE,TRE_offshorewind_class3_moderate_fixed_0_1,2,1,0.0,113.862791616454,0.0,113.862791616454
TRE,TRE_offshorewind_class3_moderate_fixed_0_4,2,4,0.0,54.889691089520745,0.0,54.889691089520745
TRE,TRE_offshorewind_class3_moderate_fixed_0_5,2,5,0.0,51.743938410177,0.0,51.743938410177
TRE,TRE_offshorewind_class3_moderate_fixed_0_10,2,10,0.0,72.84025521130518,0.0,72.84025521130518
TRE,TRE_offshorewind_class3_moderate_fixed_0_11,2,11,0.0,102.99051363266825,0.0,102.99051363266825
TRE,TRE_offshorewind_class3_moderate_fixed_0_18,2,18,0.0,105.80206617141451,0.0,105.80206617141451
TRE,TRE_offshorewind_class3_moderate_fixed_0_19,2,19,0.0,61.6535593959321,0.0,61.6535593959321
TRE,TRE_offshorewind_class3_moderate_fixed_0_28,2,28,0.0,102.76411346787376,0.0,102.76411346787376
TRE,TRE_offshorewind_class3_moderate_fixed_0_29,2,29,0.0,90.27981926526942,0.0,90.27981926526942
TRE,TRE_offshorewind_class12_moderate_floating_1_0,2,0,0.0,61.47210997474019,0.0,61.47210997474019
TRE,TRE_offshorewind_class12_moderate_floating_1_1,2,1,0.0,84.31994359040598,0.0,84.31994359040598
TRE,TRE_offshorewind_class12_moderate_floating_1_6,2,6,0.0,42.53639114129388,0.0,42.53639114129388
TRE,TRE_offshorewind_class12_moderate_floating_1_7,2,7,0.0,38.9987121128941,0.0,38.9987121128941
TRE,TRE_offshorewind_class12_moderate_floating_1_18,2,18,0.0,57.318928164683655,0.0,57.318928164683655
TRE,TRE_offshorewind_class12_moderate_floating_1_19,2,19,0.0,77.32238374867396,0.0,77.32238374867396
TRE,TRE_offshorewind_class12_moderate_floating_1_38,2,38,0.0,79.64626027847785,0.0,79.64626027847785
TRE,TRE_offshorewind_class12_moderate_floating_1_39,2,39,0.0,47.8934387523292,0.0,47.8934387523292
TRE,TRE_offshorewind_class12_moderate_floating_1_68,2,68,0.0,78.04764180680145,0.0,78.04764180680145
TRE,TRE_offshorewind_class12_moderate_floating_1_69,2,69,0.0,69.25515872834664,0.0,69.25515872834664
TRE,TRE_offshorewind_class12_moderate_floating_0_0,2,0,0.0,61.47210997474019,0.0,61.47210997474019
TRE,TRE_offshorewind_class12_moderate_floating_0_1,2,1,0.0,84.31994359040598,0.0,84.31994359040598
TRE,TRE_offshorewind_class12_moderate_floating_0_8,2,8,0.0,42.53639114129388,0.0,42.53639114129388
TRE,TRE_offshorewind_class12_moderate_floating_0_9,2,9,0.0,38.9987121128941,0.0,38.9987121128941
TRE,TRE_offshorewind_class12_moderate_floating_0_28,2,28,0.0,57.318928164683655,0.0,57.318928164683655
TRE,TRE_offshorewind_class12_moderate_floating_0_29,2,29,0.0,77.32238374867397,0.0,77.32238374867397
TRE,TRE_offshorewind_class12_moderate_floating_0_68,2,68,0.0,79.64626027847785,0.0,79.64626027847785
TRE,TRE_offshorewind_class12_moderate_floating_0_69,2,69,0.0,47.893438752329196,0.0,47.893438752329196
TRE,TRE_offshorewind_class12_moderate_floating_0_138,2,138,0.0,78.04764180680145,0.0,78.04764180680145
TRE,TRE_offshorewind_class12_moderate_floating_0_139,2,139,0.0,69.25515872834664,0.0,69.25515872834664
WECC,WECC_naturalgas_ccavgcf_moderate_0,3,0,0.0,0.0,0.0,0.0
WECC,WECC_naturalgas_ctavgcf_moderate_0,3,0,0.0,0.0,8.672935854510219e8,8.672935854510219e8
WECC,WECC_battery_moderate_0,3,0,-0.0,0.0,4.275896290363374e8,4.275896290363374e8
WECC,WECC_naturalgas_ccccsavgcf_conservative_0,3,0,0.0,0.0,0.0,0.0
WECC,WECC_advnuclear_atb_moderate_0,3,0,0.0,0.0,2944.4339876457907,2944.4339876457907
WECC,WECC_storage_metalair_advanced_0,3,0,0.0,0.0,1.4895820613537915e7,1.4895820613537915e7
WECC,WECC_landbasedwind_class1_moderate_0,3,0,0.0,0.0,2.62544163427016e9,2.62544163427016e9
WECC,WECC_landbasedwind_class1_moderate_1,3,1,0.0,0.0,1.1597383868338578e9,1.1597383868338578e9
WECC,WECC_landbasedwind_class1_moderate_2,3,2,0.0,0.0,1448.7667171354294,1448.7667171354294
WECC,WECC_landbasedwind_class1_moderate_3,3,3,0.0,0.0,2440.084412349045,2440.084412349045
WECC,WECC_landbasedwind_class1_moderate_4,3,4,0.0,0.0,477.0496316022347,477.0496316022347
WECC,WECC_landbasedwind_class1_moderate_5,3,5,0.0,0.0,494.8023649060479,494.8023649060479
WECC,WECC_landbasedwind_class1_moderate_6,3,6,0.0,0.0,274.5247400543642,274.5247400543642
WECC,WECC_landbasedwind_class1_moderate_7,3,7,0.0,0.0,214.6620536676913,214.6620536676913
WECC,WECC_landbasedwind_class1_moderate_8,3,8,0.0,0.0,213.65592373647684,213.65592373647684
WECC,WECC_landbasedwind_class1_moderate_9,3,9,0.0,0.0,241.16012271466934,241.16012271466934
WECC,WECC_utilitypv_class1_moderate_0,3,0,0.0,0.0,121.35256791706463,121.35256791706463
WECC,WECC_utilitypv_class1_moderate_1,3,1,0.0,0.0,62.655673144357785,62.655673144357785
WECC,WECC_utilitypv_class1_moderate_2,3,2,0.0,0.0,60.53443525107976,60.53443525107976
WECC,WECC_utilitypv_class1_moderate_3,3,3,0.0,0.0,69.02961682420292,69.02961682420292
WECC,WECC_utilitypv_class1_moderate_4,3,4,0.0,0.0,47.61385891484244,47.61385891484244
WECC,WECC_utilitypv_class1_moderate_5,3,5,0.0,0.0,54.96205277064634,54.96205277064634
WECC,WECC_utilitypv_class1_moderate_6,3,6,0.0,0.0,45.45942275929386,45.45942275929386
WECC,WECC_utilitypv_class1_moderate_7,3,7,0.0,0.0,43.69491816694929,43.69491816694929
WECC,WECC_utilitypv_class1_moderate_8,3,8,0.0,0.0,15.345413449519137,15.345413449519137
WECC,WECC_utilitypv_class1_moderate_9,3,9,0.0,0.0,29.91782318601542,29.91782318601542
WECC,WECC_offshorewind_class3_moderate_fixed_1_0,3,0,0.0,0.0,31.27013394689093,31.27013394689093
WECC,WECC_offshorewind_class3_moderate_fixed_1_1,3,1,0.0,0.0,29.24489187035594,29.24489187035594
WECC,WECC_offshorewind_class3_moderate_fixed_1_2,3,2,0.0,0.0,33.59558171580403,33.59558171580403
WECC,WECC_offshorewind_class3_moderate_fixed_1_3,3,3,0.0,0.0,100.67316715227791,100.67316715227791
WECC,WECC_offshorewind_class3_moderate_fixed_1_4,3,4,0.0,0.0,42.05183088370052,42.05183088370052
WECC,WECC_offshorewind_class3_moderate_fixed_1_5,3,5,0.0,0.0,48.10122262342706,48.10122262342706
WECC,WECC_offshorewind_class3_moderate_fixed_1_6,3,6,0.0,0.0,57.105883430992584,57.105883430992584
WECC,WECC_offshorewind_class3_moderate_fixed_1_7,3,7,0.0,0.0,96.31953553774905,96.31953553774905
WECC,WECC_offshorewind_class3_moderate_fixed_1_8,3,8,0.0,0.0,35.604361879682074,35.604361879682074
WECC,WECC_offshorewind_class3_moderate_fixed_1_9,3,9,0.0,0.0,66.90743152752982,66.90743152752982
WECC,WECC_offshorewind_class3_moderate_fixed_0_0,3,0,0.0,0.0,31.27013394689093,31.27013394689093
WECC,WECC_offshorewind_class3_moderate_fixed_0_1,3,1,0.0,0.0,29.24489187035594,29.24489187035594
WECC,WECC_offshorewind_class3_moderate_fixed_0_4,3,4,0.0,0.0,33.59558171580403,33.59558171580403
WECC,WECC_offshorewind_class3_moderate_fixed_0_5,3,5,0.0,0.0,100.67316715227791,100.67316715227791
WECC,WECC_offshorewind_class3_moderate_fixed_0_10,3,10,0.0,0.0,42.05183088370052,42.05183088370052
WECC,WECC_offshorewind_class3_moderate_fixed_0_11,3,11,0.0,0.0,48.10122262342706,48.10122262342706
WECC,WECC_offshorewind_class3_moderate_fixed_0_18,3,18,0.0,0.0,57.105883430992584,57.105883430992584
WECC,WECC_offshorewind_class3_moderate_fixed_0_19,3,19,0.0,0.0,96.31953553774905,96.31953553774905
WECC,WECC_offshorewind_class3_moderate_fixed_0_28,3,28,0.0,0.0,35.604361879682074,35.604361879682074
WECC,WECC_offshorewind_class3_moderate_fixed_0_29,3,29,0.0,0.0,66.90743152752982,66.90743152752982
WECC,WECC_offshorewind_class12_moderate_floating_1_0,3,0,0.0,0.0,23.943674805465893,23.943674805465893
WECC,WECC_offshorewind_class12_moderate_floating_1_1,3,1,0.0,0.0,21.7287734780009,21.7287734780009
WECC,WECC_offshorewind_class12_moderate_floating_1_6,3,6,0.0,0.0,25.292175323862956,25.292175323862956
WECC,WECC_offshorewind_class12_moderate_floating_1_7,3,7,0.0,0.0,73.64705778587951,73.64705778587951
WECC,WECC_offshorewind_class12_moderate_floating_1_18,3,18,0.0,0.0,32.004830770408105,32.004830770408105
WECC,WECC_offshorewind_class12_moderate_floating_1_19,3,19,0.0,0.0,36.89208668864906,36.89208668864906
WECC,WECC_offshorewind_class12_moderate_floating_1_38,3,38,0.0,0.0,43.98199908874795,43.98199908874795
WECC,WECC_offshorewind_class12_moderate_floating_1_39,3,39,0.0,0.0,69.52888998398738,69.52888998398738
WECC,WECC_offshorewind_class12_moderate_floating_1_68,3,68,0.0,0.0,28.176737101411735,28.176737101411735
WECC,WECC_offshorewind_class12_moderate_floating_1_69,3,69,0.0,0.0,50.77730073365552,50.77730073365552
WECC,WECC_offshorewind_class12_moderate_floating_0_0,3,0,0.0,0.0,23.943674805465893,23.943674805465893
WECC,WECC_offshorewind_class12_moderate_floating_0_1,3,1,0.0,0.0,21.7287734780009,21.7287734780009
WECC,WECC_offshorewind_class12_moderate_floating_0_8,3,8,0.0,0.0,25.292175323862956,25.292175323862956
WECC,WECC_offshorewind_class12_moderate_floating_0_9,3,9,0.0,0.0,73.64705778587951,73.64705778587951
WECC,WECC_offshorewind_class12_moderate_floating_0_28,3,28,0.0,0.0,32.004830770408105,32.004830770408105
WECC,WECC_offshorewind_class12_moderate_floating_0_29,3,29,0.0,0.0,36.89208668864906,36.89208668864906
WECC,WECC_offshorewind_class12_moderate_floating_0_68,3,68,0.0,0.0,43.98199908874795,43.98199908874795
WECC,WECC_offshorewind_class12_moderate_floating_0_69,3,69,0.0,0.0,69.52888998398738,69.52888998398738
WECC,WECC_offshorewind_class12_moderate_floating_0_138,3,138,0.0,0.0,28.176737101411742,28.176737101411742
WECC,WECC_offshorewind_class12_moderate_floating_0_139,3,139,0.0,0.0,50.777300733655544,50.777300733655544
WECC,WECC_trans_light_duty_1,3,1,0.0,0.0,5.917687961144037e7,5.917687961144037e7
EIC,EIC_trans_light_duty_1,1,1,1.4375556907897286e7,-0.0,0.0,1.4375556907897286e7
TRE,TRE_trans_light_duty_1,2,1,-0.0,6.896296196598522e7,-0.0,6.896296196598522e7
