region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
EIC,EIC_natural_gas_internal_combustion_engine_1,1,1,11,0.0,0.0,5.41485e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6648600946482146e8,0.0,0.0,0.0,1.6648600946482146e8,5.41485e7,1.1233750946482146e8
EIC,EIC_natural_gas_steam_turbine_1,1,1,12,0.0,0.0,1.4081601936256618e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.558479308962955e9,0.0,0.0,0.0,2.558479308962955e9,1.4081601936256618e9,1.1503191153372931e9
EIC,EIC_nuclear_1,1,1,13,0.0,0.0,161316.77615404915,0.0,10850.357969339579,29145.054848277112,0.0,437.94330233016063,0.0,141008.98747677347,0.0,48487.70219418674,0.0,0.0,0.0,189496.68967096022,201750.13227399602,-12253.4426030358
EIC,EIC_offshore_wind_turbine_1,1,1,14,0.0,0.0,3.2668282940597013e6,0.0,0.0,0.0,0.0,0.0,0.0,5.799622106402171e6,0.0,1.6273638625580345e6,0.0,0.0,0.0,7.426985968960205e6,3.2668282940597013e6,4.160157674900504e6
EIC,EIC_onshore_wind_turbine_1,1,1,15,0.0,0.0,2.0385181400406635e9,0.0,0.0,0.0,0.0,0.0,0.0,2.3043512886083107e9,0.0,1.0995588363140802e9,0.0,0.0,0.0,3.403910124922391e9,2.0385181400406635e9,1.3653919848817275e9
EIC,EIC_petroleum_liquids_1,1,1,16,0.0,0.0,4.8712008534812945e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4977086925727088e9,0.0,0.0,0.0,1.4977086925727088e9,4.8712008534812945e8,1.0105886072245793e9
EIC,EIC_small_hydroelectric_1,1,1,17,0.0,0.0,7.867366560000001e7,0.0,0.0,0.0,0.0,0.0,0.0,2.372190748071887e7,0.0,3.547731749981374e7,0.0,0.0,0.0,5.919922498053262e7,7.867366560000001e7,-1.9474440619467393e7
EIC,EIC_solar_photovoltaic_1,1,1,18,0.0,0.0,1.9306240506352204e8,0.0,0.0,0.0,0.0,0.0,0.0,3.082369284221558e8,0.0,6.658385568731403e7,0.0,0.0,0.0,3.7482078410946983e8,1.9306240506352204e8,1.817583790459478e8
TRE,TRE_batteries_1,2,1,19,0.0,0.0,2.2489645e6,0.0,39250.425556518,0.0,46373.376123316826,0.0,8124.234447086906,9.637413374502664e6,0.0,1.0483221003947355e7,0.0,0.0,0.0,2.012063437845002e7,2.342712536126922e6,1.77779218423231e7
TRE,TRE_biomass_1,2,1,20,0.0,0.0,6.712825e6,0.0,2.5377281999999997e6,2.9528865e7,0.0,0.0,0.0,1.0749596592131678e7,0.0,2.506195495518945e6,0.0,0.0,0.0,1.3255792087650623e7,3.87794182e7,-2.552362611234938e7
TRE,TRE_conventional_hydroelectric_1,2,1,21,0.0,0.0,2.2441896e7,0.0,0.0,0.0,0.0,0.0,0.0,1.018280002905239e7,0.0,0.0,0.0,0.0,0.0,1.018280002905239e7,2.2441896e7,-1.225909597094761e7
TRE,TRE_conventional_steam_coal_1,2,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE,TRE_conventional_steam_coal_2,2,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE,TRE_natural_gas_fired_combined_cycle_1,2,1,24,0.0,0.0,3.288778574158572e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.697403960656742e9,0.0,0.0,0.0,1.697403960656742e9,3.288778574158572e8,1.3685261032408848e9
TRE,TRE_natural_gas_fired_combined_cycle_2,2,2,25,0.0,0.0,9.917367568173917e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5580088105066204e8,0.0,0.0,0.0,3.5580088105066204e8,9.917367568173917e7,2.566272053689229e8
TRE,TRE_natural_gas_fired_combustion_turbine_1,2,1,26,0.0,0.0,2.9242923113100678e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6467675071113068e8,0.0,0.0,0.0,1.6467675071113068e8,2.9242923113100678e7,1.3543382759803e8
TRE,TRE_natural_gas_fired_combustion_turbine_2,2,2,27,0.0,0.0,3.3713608218918696e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5920817523783284e8,0.0,0.0,0.0,1.5920817523783284e8,3.3713608218918696e7,1.2549456701891415e8
TRE,TRE_natural_gas_internal_combustion_engine_1,2,1,28,0.0,0.0,1.05567e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8311561249379195e7,0.0,0.0,0.0,2.8311561249379195e7,1.05567e7,1.7754861249379195e7
TRE,TRE_natural_gas_steam_turbine_1,2,1,29,0.0,0.0,2.8198437120048445e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.646035273899967e8,0.0,0.0,0.0,4.646035273899967e8,2.8198437120048445e8,1.8261915618951225e8
TRE,TRE_nuclear_1,2,1,30,0.0,0.0,9.895670930592933e8,0.0,5.898858888615164e7,1.5844875011197466e8,0.0,355.3303317555148,0.0,1.2328660116824238e9,0.0,2.8835301520817e8,0.0,0.0,0.0,1.5212190268905938e9,1.2070047873877513e9,3.142142395028424e8
TRE,TRE_onshore_wind_turbine_1,2,1,31,0.0,0.0,9.323732645650018e8,0.0,0.0,0.0,0.0,0.0,0.0,1.5836111303452394e9,0.0,2.0128644852970168e8,0.0,0.0,0.0,1.784897578874941e9,9.323732645650018e8,8.525243143099393e8
TRE,TRE_petroleum_liquids_1,2,1,32,0.0,0.0,497697.86817393225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3347545803605043e6,0.0,0.0,0.0,1.3347545803605043e6,497697.86817393225,837056.7121865721
TRE,TRE_small_hydroelectric_1,2,1,33,0.0,0.0,526937.6,0.0,0.0,0.0,0.0,0.0,0.0,117511.01861546574,0.0,20341.656872690226,0.0,0.0,0.0,137852.67548815598,526937.6,-389084.924511844
TRE,TRE_solar_photovoltaic_1,2,1,34,0.0,0.0,4.1207782066416666e7,0.0,0.0,0.0,0.0,0.0,0.0,8.226210772640172e7,0.0,647878.7456695169,0.0,0.0,0.0,8.290998647207123e7,4.1207782066416666e7,4.1702204405654564e7
WECC,WECC_batteries_1,3,1,35,0.0,0.0,8.4640125e6,0.0,181709.31017498526,0.0,214684.91277084724,0.0,3.107046668047915e6,6.346596312126085e7,0.0,1.2771281246771408e7,0.0,0.0,0.0,7.623724436803226e7,1.1967453390993748e7,6.426979097703852e7
WECC,WECC_biomass_1,3,1,36,0.0,0.0,8.311835e7,0.0,3.44630664e7,4.013450940000002e8,0.0,0.0,0.0,1.5583803163323835e8,0.0,3.668943698908391e7,0.0,0.0,0.0,1.9252746862232226e8,5.189265104000002e8,-3.2639904177767795e8
WECC,WECC_conventional_hydroelectric_1,3,1,37,0.0,0.0,2.189049344e9,0.0,0.0,0.0,0.0,0.0,0.0,5.413726010802243e9,0.0,0.0,0.0,0.0,0.0,5.413726010802243e9,2.189049344e9,3.224676666802243e9
WECC,WECC_conventional_steam_coal_1,3,1,38,0.0,0.0,7.32456215217024e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60103825888646e8,0.0,0.0,0.0,7.60103825888646e8,7.32456215217024e8,2.7647610671622038e7
WECC,WECC_conventional_steam_coal_2,3,2,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC,WECC_geothermal_1,3,1,40,0.0,0.0,3.6642859240000004e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1668705876528247e8,0.0,0.0,0.0,1.1668705876528247e8,3.6642859240000004e8,-2.4974153363471758e8
WECC,WECC_hydroelectric_pumped_storage_1,3,1,41,0.0,0.0,2.148729208e8,0.0,0.0,0.0,0.0,0.0,9.017647119400825e7,7.334231006467823e8,0.0,7.900565995621352e7,0.0,0.0,0.0,8.124287606029958e8,3.0504939199400824e8,5.073793686089875e8
WECC,WECC_natural_gas_fired_combined_cycle_1,3,1,42,0.0,0.0,3.909327257697667e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.503225060398742e9,0.0,0.0,0.0,2.503225060398742e9,3.909327257697667e8,2.1122923346289754e9
WECC,WECC_natural_gas_fired_combined_cycle_2,3,2,43,0.0,0.0,2.061895782040797e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.324972980711949e8,0.0,0.0,0.0,8.324972980711949e8,2.061895782040797e8,6.263077198671153e8
WECC,WECC_natural_gas_fired_combustion_turbine_1,3,1,44,0.0,0.0,1.598330423522233e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0156315285753386e9,0.0,0.0,0.0,1.0156315285753386e9,1.598330423522233e8,8.557984862231153e8
WECC,WECC_natural_gas_fired_combustion_turbine_2,3,2,45,0.0,0.0,8.471365636249632e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1827289296538967e8,0.0,0.0,0.0,4.1827289296538967e8,8.471365636249632e7,3.3355923660289335e8
WECC,WECC_natural_gas_internal_combustion_engine_1,3,1,46,0.0,0.0,2.693669757291882e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.541113717877577e7,0.0,0.0,0.0,8.541113717877577e7,2.693669757291882e7,5.8474439605856955e7
WECC,WECC_natural_gas_steam_turbine_1,3,1,47,0.0,0.0,1.3695328946086144e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.777539068400901e8,0.0,0.0,0.0,1.777539068400901e8,1.3695328946086144e8,4.080061737922865e7
WECC,WECC_nuclear_1,3,1,48,0.0,0.0,1.0961780528200738e9,0.0,4.115074356821967e7,1.105346645458323e8,0.0,293.14606945588923,0.0,1.229321946971131e9,0.0,3.4458747430112743e8,0.0,0.0,0.0,1.5739094212722585e9,1.2478637540801954e9,3.260456671920631e8
WECC,WECC_onshore_wind_turbine_1,3,1,49,0.0,0.0,8.877005940523096e8,0.0,0.0,0.0,0.0,0.0,0.0,1.7083496857479327e9,0.0,2.6086164729368064e8,0.0,0.0,0.0,1.9692113330416133e9,8.877005940523096e8,1.0815107389893036e9
WECC,WECC_petroleum_liquids_1,3,1,50,0.0,0.0,1.3360200000000002e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236264938739597e7,0.0,0.0,0.0,4.236264938739597e7,1.3360200000000002e7,2.900244938739597e7
WECC,WECC_small_hydroelectric_1,3,1,51,0.0,0.0,5.00731864e7,0.0,0.0,0.0,0.0,0.0,0.0,1.1252690579505159e8,0.0,2.2217079156725798e7,0.0,0.0,0.0,1.347439849517774e8,5.00731864e7,8.46707985517774e7
WECC,WECC_solar_photovoltaic_1,3,1,52,0.0,0.0,3.3164854766111964e8,0.0,0.0,0.0,0.0,0.0,0.0,3.490673315007047e8,0.0,5.647756365566543e7,0.0,0.0,0.0,4.0554489515637016e8,3.3164854766111964e8,7.389634749525052e7
WECC,WECC_distributed_generation_1,3,1,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.743157278474654e9,0.0,5.804721280057477e8,0.0,0.0,0.0,4.323629406480402e9,0.0,4.323629406480402e9
EIC,EIC_distributed_generation_1,1,1,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2420347525114095e11,0.0,1.0257259559260834e10,0.0,0.0,0.0,-1.1394621569188011e11,0.0,-1.1394621569188011e11
TRE,TRE_distributed_generation_1,2,1,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.790675054981833e8,0.0,52857.82350689784,0.0,0.0,0.0,4.791203633216902e8,0.0,4.791203633216902e8
EIC,EIC_naturalgas_ccavgcf_moderate_0,1,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC,EIC_naturalgas_ctavgcf_moderate_0,1,0,57,400.30939230645174,0.0,186.01737560708725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.9325661088077,0.0,0.0,0.0,571.9325661088077,586.326767913539,-14.394201804731324
EIC,EIC_battery_moderate_0,1,0,58,2.005818874127058e10,6.680096614898338e10,5.978902490452813e9,1.991058468221359e10,2.587844304141908e8,0.0,3.057472004499467e8,0.0,-9.92654873561507e10,1.4047684795444706e10,0.0,-318.2214390993118,0.0,0.0,0.0,1.4047684477223267e10,1.404768633763382e10,-1860.4105529785156
EIC,EIC_naturalgas_ccccsavgcf_conservative_0,1,0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC,EIC_advnuclear_atb_moderate_0,1,0,60,13211.219007194013,0.0,0.0,0.0,388.82021001681034,1043.4072480915895,0.0,391.8991335226457,0.0,3400.0971583922,0.0,1895.575061016122,0.0,0.0,0.0,5295.672219408322,15035.345598825059,-9739.673379416738
EIC,EIC_storage_metalair_advanced_0,1,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0273430570282133e8,9.050711906366253e7,0.0,4.4585483947248556e7,0.0,0.0,-2.378325735785255e8,-1.0273997056761444e8,-1.0273430570282133e8,-5664.864793106914
EIC,EIC_landbasedwind_class1_moderate_0,1,0,62,6.798588731802827e9,0.0,3.505178263969033e9,0.0,0.0,0.0,0.0,0.0,0.0,7.416516913608712e9,0.0,2.887249332174336e9,0.0,0.0,0.0,1.0303766245783049e10,1.030376699577186e10,-749.9888114929199
EIC,EIC_landbasedwind_class1_moderate_1,1,1,63,1.0331349293727598e10,0.0,5.118630721542221e9,0.0,0.0,0.0,0.0,0.0,0.0,1.278441928753362e10,0.0,4.0603227857505803e9,0.0,0.0,0.0,1.68447420732842e10,1.544998001526982e10,1.3947620580143814e9
EIC,EIC_landbasedwind_class1_moderate_2,1,2,64,7361.797874002911,0.0,3638.3179077638406,0.0,0.0,0.0,0.0,0.0,0.0,5704.621949658743,0.0,3116.5942074965437,0.0,0.0,0.0,8821.216157155286,11000.115781766752,-2178.8996246114657
EIC,EIC_landbasedwind_class1_moderate_3,1,3,65,12993.058388003808,0.0,5780.3235368593,0.0,0.0,0.0,0.0,0.0,0.0,11991.08818956266,0.0,4596.237076851052,0.0,0.0,0.0,16587.32526641371,18773.381924863108,-2186.056658449397
EIC,EIC_landbasedwind_class1_moderate_4,1,4,66,5431.271628278388,0.0,2712.7462092949445,0.0,0.0,0.0,0.0,0.0,0.0,3575.9206713280864,0.0,2372.8668715468666,0.0,0.0,0.0,5948.787542874953,8144.017837573332,-2195.230294698379
EIC,EIC_landbasedwind_class1_moderate_5,1,5,67,18965.353049560013,0.0,8413.037598181894,0.0,0.0,0.0,0.0,0.0,0.0,16977.42394207631,0.0,8094.439529493068,0.0,0.0,0.0,25071.86347156938,27378.390647741908,-2306.527176172527
EIC,EIC_landbasedwind_class1_moderate_6,1,6,68,2772.8257257358605,0.0,1300.8901626905056,0.0,0.0,0.0,0.0,0.0,0.0,1335.4664592480342,0.0,845.5515698797805,0.0,0.0,0.0,2181.0180291278148,4073.7158884263663,-1892.6978592985515
EIC,EIC_landbasedwind_class1_moderate_7,1,7,69,6831.4773161799,0.0,2796.2400806861415,0.0,0.0,0.0,0.0,0.0,0.0,5079.8788636426925,0.0,2454.865494677606,0.0,0.0,0.0,7534.7443583202985,9627.717396866043,-2092.973038545744
EIC,EIC_landbasedwind_class1_moderate_8,1,8,70,1917.4535578232806,0.0,822.6067411806916,0.0,0.0,0.0,0.0,0.0,0.0,680.862386392502,0.0,352.8108363157597,0.0,0.0,0.0,1033.6732227082616,2740.0602990039724,-1706.3870762957108
EIC,EIC_landbasedwind_class1_moderate_9,1,9,71,1732.0283254457343,0.0,210.48584058425993,0.0,0.0,0.0,0.0,0.0,0.0,317.60881991040213,0.0,155.33070923693478,0.0,0.0,0.0,472.9395291473369,1942.5141660299942,-1469.5746368826572
EIC,EIC_utilitypv_class1_moderate_0,1,0,72,4388.473032588196,0.0,1584.9308603962024,0.0,0.0,0.0,0.0,0.0,0.0,4715.63089603977,0.0,506.3157716208226,0.0,0.0,0.0,5221.9466676605925,5973.403892984398,-751.4572253238057
EIC,EIC_utilitypv_class1_moderate_1,1,1,73,17939.89217643844,0.0,7281.046217014364,0.0,0.0,0.0,0.0,0.0,0.0,20482.45106353388,0.0,3710.9844854373973,0.0,0.0,0.0,24193.43554897128,25220.9383934528,-1027.5028444815216
EIC,EIC_utilitypv_class1_moderate_2,1,2,74,2157.048823149822,0.0,680.7585112550853,0.0,0.0,0.0,0.0,0.0,0.0,1880.4154397101115,0.0,219.04896513603384,0.0,0.0,0.0,2099.4644048461455,2837.807334404907,-738.3429295587616
EIC,EIC_utilitypv_class1_moderate_3,1,3,75,4428.9675971909655,0.0,1550.5632499934393,0.0,0.0,0.0,0.0,0.0,0.0,4294.560735795385,0.0,793.8975808441958,0.0,0.0,0.0,5088.4583166395805,5979.530847184405,-891.0725305448241
EIC,EIC_utilitypv_class1_moderate_4,1,4,76,2170.694518200186,0.0,661.6293036605182,0.0,0.0,0.0,0.0,0.0,0.0,1722.3578867089475,0.0,294.4075439765146,0.0,0.0,0.0,2016.765430685462,2832.323821860704,-815.5583911752419
EIC,EIC_utilitypv_class1_moderate_5,1,5,77,1653.7830297304147,0.0,442.5694340548992,0.0,0.0,0.0,0.0,0.0,0.0,1244.1418834646256,0.0,153.59231600837268,0.0,0.0,0.0,1397.7341994729982,2096.352463785314,-698.6182643123157
EIC,EIC_utilitypv_class1_moderate_6,1,6,78,1611.1547025814689,0.0,417.6788919493501,0.0,0.0,0.0,0.0,0.0,0.0,1073.2617166197792,0.0,180.47251617754733,0.0,0.0,0.0,1253.7342327973265,2028.833594530819,-775.0993617334925
EIC,EIC_utilitypv_class1_moderate_7,1,7,79,2248.028267258221,0.0,620.5328898006017,0.0,0.0,0.0,0.0,0.0,0.0,1655.0981685289491,0.0,355.2329813323542,0.0,0.0,0.0,2010.3311498613034,2868.5611570588226,-858.2300071975192
EIC,EIC_utilitypv_class1_moderate_8,1,8,80,1460.8520300036046,0.0,331.8967827884142,0.0,0.0,0.0,0.0,0.0,0.0,812.8286841996593,0.0,176.41791880483046,0.0,0.0,0.0,989.2466030044898,1792.7488127920187,-803.502209787529
EIC,EIC_utilitypv_class1_moderate_9,1,9,81,710.9439448489684,0.0,57.054768420139354,0.0,0.0,0.0,0.0,0.0,0.0,79.31775614133348,0.0,18.497589802868305,0.0,0.0,0.0,97.81534594420178,767.9987132691077,-670.1833673249059
EIC,EIC_offshorewind_class3_moderate_fixed_1_0,1,0,82,1236.9806467076814,0.0,659.014565389276,0.0,0.0,0.0,0.0,0.0,0.0,596.7141482785843,0.0,316.2911344826836,0.0,0.0,0.0,913.0052827612678,1895.9952120969574,-982.9899293356896
EIC,EIC_offshorewind_class3_moderate_fixed_1_1,1,1,83,1353.9119485382207,0.0,675.1057564506946,0.0,0.0,0.0,0.0,0.0,0.0,718.5667130461173,0.0,375.33323666885826,0.0,0.0,0.0,1093.8999497149757,2029.0177049889153,-935.1177552739396
EIC,EIC_offshorewind_class3_moderate_fixed_1_2,1,2,84,1081.6431395358222,0.0,551.1384224150643,0.0,0.0,0.0,0.0,0.0,0.0,441.9901014555312,0.0,273.1759961915058,0.0,0.0,0.0,715.1660976470371,1632.7815619508865,-917.6154643038494
EIC,EIC_offshorewind_class3_moderate_fixed_1_3,1,3,85,1265.2799841488672,0.0,587.8517842637012,0.0,0.0,0.0,0.0,0.0,0.0,530.5855941551521,0.0,346.7855997325725,0.0,0.0,0.0,877.3711938877245,1853.1317684125684,-975.7605745248438
EIC,EIC_offshorewind_class3_moderate_fixed_1_4,1,4,86,1243.5512597371721,0.0,592.0195697101746,0.0,0.0,0.0,0.0,0.0,0.0,579.0952436722712,0.0,305.6626388026976,0.0,0.0,0.0,884.7578824749687,1835.5708294473466,-950.8129469723779
EIC,EIC_offshorewind_class3_moderate_fixed_1_5,1,5,87,570.4264889119496,0.0,304.848953816649,0.0,0.0,0.0,0.0,0.0,0.0,99.9150998716527,0.0,23.191898590944994,0.0,0.0,0.0,123.10699846259769,875.2754427285986,-752.168444266001
EIC,EIC_offshorewind_class3_moderate_fixed_1_6,1,6,88,646.2667638882422,0.0,349.7036175411873,0.0,0.0,0.0,0.0,0.0,0.0,63.482945999527395,0.0,63.902241623640556,0.0,0.0,0.0,127.38518762316795,995.9703814294295,-868.5851938062615
EIC,EIC_offshorewind_class3_moderate_fixed_1_7,1,7,89,790.6066551859464,0.0,178.52716664896133,0.0,0.0,0.0,0.0,0.0,0.0,126.92057609057362,0.0,48.28468618796828,0.0,0.0,0.0,175.2052622785419,969.1338218349076,-793.9285595563657
EIC,EIC_offshorewind_class3_moderate_fixed_1_8,1,8,90,777.180865602564,0.0,154.91366606445533,0.0,0.0,0.0,0.0,0.0,0.0,97.12219851252244,0.0,40.16907682718755,0.0,0.0,0.0,137.29127533971,932.0945316670194,-794.8032563273093
EIC,EIC_offshorewind_class3_moderate_fixed_1_9,1,9,91,704.6837090300596,0.0,355.77493364631584,0.0,0.0,0.0,0.0,0.0,0.0,54.31766778859112,0.0,83.98890067315142,0.0,0.0,0.0,138.30656846174253,1060.4586426763753,-922.1520742146329
EIC,EIC_offshorewind_class3_moderate_fixed_0_0,1,0,92,1236.9806467076814,0.0,659.014565389276,0.0,0.0,0.0,0.0,0.0,0.0,596.7141482785843,0.0,316.2911344826836,0.0,0.0,0.0,913.0052827612678,1895.9952120969574,-982.9899293356896
EIC,EIC_offshorewind_class3_moderate_fixed_0_1,1,1,93,1353.9119485382207,0.0,675.1057564506946,0.0,0.0,0.0,0.0,0.0,0.0,718.5667130461173,0.0,375.33323666885826,0.0,0.0,0.0,1093.8999497149757,2029.0177049889153,-935.1177552739396
EIC,EIC_offshorewind_class3_moderate_fixed_0_4,1,4,94,1081.6431395358222,0.0,551.1384224150643,0.0,0.0,0.0,0.0,0.0,0.0,441.9901014555312,0.0,273.1759961915058,0.0,0.0,0.0,715.1660976470371,1632.7815619508865,-917.6154643038494
EIC,EIC_offshorewind_class3_moderate_fixed_0_5,1,5,95,1265.2799841488672,0.0,587.8517842637012,0.0,0.0,0.0,0.0,0.0,0.0,530.5855941551521,0.0,346.7855997325725,0.0,0.0,0.0,877.3711938877245,1853.1317684125684,-975.7605745248438
EIC,EIC_offshorewind_class3_moderate_fixed_0_10,1,10,96,1243.5512597371721,0.0,592.0195697101746,0.0,0.0,0.0,0.0,0.0,0.0,579.0952436722712,0.0,305.6626388026976,0.0,0.0,0.0,884.7578824749687,1835.5708294473466,-950.8129469723779
EIC,EIC_offshorewind_class3_moderate_fixed_0_11,1,11,97,570.4264889119496,0.0,304.848953816649,0.0,0.0,0.0,0.0,0.0,0.0,99.9150998716527,0.0,23.191898590944994,0.0,0.0,0.0,123.10699846259769,875.2754427285986,-752.168444266001
EIC,EIC_offshorewind_class3_moderate_fixed_0_18,1,18,98,646.2667638882422,0.0,349.7036175411873,0.0,0.0,0.0,0.0,0.0,0.0,63.482945999527395,0.0,63.902241623640556,0.0,0.0,0.0,127.38518762316795,995.9703814294295,-868.5851938062615
EIC,EIC_offshorewind_class3_moderate_fixed_0_19,1,19,99,790.6066551859464,0.0,178.52716664896133,0.0,0.0,0.0,0.0,0.0,0.0,126.92057609057359,0.0,48.28468618796828,0.0,0.0,0.0,175.20526227854188,969.1338218349076,-793.9285595563657
EIC,EIC_offshorewind_class3_moderate_fixed_0_28,1,28,100,777.180865602564,0.0,154.91366606445533,0.0,0.0,0.0,0.0,0.0,0.0,97.12219851252242,0.0,40.16907682718755,0.0,0.0,0.0,137.29127533970996,932.0945316670194,-794.8032563273094
EIC,EIC_offshorewind_class3_moderate_fixed_0_29,1,29,101,704.6837090300596,0.0,355.77493364631584,0.0,0.0,0.0,0.0,0.0,0.0,54.31766778859112,0.0,83.98890067315142,0.0,0.0,0.0,138.30656846174253,1060.4586426763753,-922.1520742146329
EIC,EIC_offshorewind_class12_moderate_floating_1_0,1,0,102,1111.9435395284195,0.0,374.09746938865334,0.0,0.0,0.0,0.0,0.0,0.0,359.410855658542,0.0,204.64698363417335,0.0,0.0,0.0,564.0578392927154,1486.0410089170728,-921.9831696243574
