Region,Resource,Zone,Cluster,R_ID,SubsidyRevenue
WECC,WECC_hydroelectric_pumped_storage_1,3,1,41,0.0
WECC,WECC_natural_gas_fired_combined_cycle_1,3,1,42,0.0
WECC,WECC_natural_gas_fired_combined_cycle_2,3,2,43,0.0
WECC,WECC_natural_gas_fired_combustion_turbine_1,3,1,44,0.0
WECC,WECC_natural_gas_fired_combustion_turbine_2,3,2,45,0.0
WECC,WECC_natural_gas_internal_combustion_engine_1,3,1,46,0.0
WECC,WECC_natural_gas_steam_turbine_1,3,1,47,0.0
WECC,WECC_nuclear_1,3,1,48,0.0
WECC,WECC_onshore_wind_turbine_1,3,1,49,0.0
WECC,WECC_petroleum_liquids_1,3,1,50,0.0
WECC,WECC_small_hydroelectric_1,3,1,51,0.0
WECC,WECC_solar_photovoltaic_1,3,1,52,0.0
WECC,WECC_distributed_generation_1,3,1,53,0.0
EIC,EIC_distributed_generation_1,1,1,54,0.0
TRE,TRE_distributed_generation_1,2,1,55,0.0
EIC,EIC_naturalgas_ccavgcf_moderate_0,1,0,56,0.0
EIC,EIC_naturalgas_ctavgcf_moderate_0,1,0,57,0.0
EIC,EIC_battery_moderate_0,1,0,58,0.0
EIC,EIC_naturalgas_ccccsavgcf_conservative_0,1,0,59,0.0
EIC,EIC_advnuclear_atb_moderate_0,1,0,60,0.0
EIC,EIC_storage_metalair_advanced_0,1,0,61,-5.115880137059447e8
EIC,EIC_landbasedwind_class1_moderate_0,1,0,62,-2.9331343941742913e6
EIC,EIC_landbasedwind_class1_moderate_1,1,1,63,-2.626349140039477e6
EIC,EIC_landbasedwind_class1_moderate_2,1,2,64,-2.605281115773442e6
EIC,EIC_landbasedwind_class1_moderate_3,1,3,65,-1.9724086992898348e6
EIC,EIC_landbasedwind_class1_moderate_4,1,4,66,-2.6878055174918273e6
EIC,EIC_landbasedwind_class1_moderate_5,1,5,67,-1.9592567278044485e6
EIC,EIC_landbasedwind_class1_moderate_6,1,6,68,-2.243805085770759e6
EIC,EIC_landbasedwind_class1_moderate_7,1,7,69,-1.63957997831975e6
EIC,EIC_landbasedwind_class1_moderate_8,1,8,70,-1.8171186693337671e6
EIC,EIC_landbasedwind_class1_moderate_9,1,9,71,-200671.87350617355
EIC,EIC_utilitypv_class1_moderate_0,1,0,72,-3.700861585394746e6
EIC,EIC_utilitypv_class1_moderate_1,1,1,73,-5.120949380254695e6
EIC,EIC_utilitypv_class1_moderate_2,1,2,74,-2.873906901864803e6
EIC,EIC_utilitypv_class1_moderate_3,1,3,75,-3.485290911116198e6
EIC,EIC_utilitypv_class1_moderate_4,1,4,76,-2.711277059298974e6
EIC,EIC_utilitypv_class1_moderate_5,1,5,77,-2.1317116086306893e6
EIC,EIC_utilitypv_class1_moderate_6,1,6,78,-2.0241025050808783e6
EIC,EIC_utilitypv_class1_moderate_7,1,7,79,-2.2467072457105867e6
EIC,EIC_utilitypv_class1_moderate_8,1,8,80,-1.6480934926163296e6
EIC,EIC_utilitypv_class1_moderate_9,1,9,81,-360632.6622225797
EIC,EIC_offshorewind_class3_moderate_fixed_1_0,1,0,82,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_1,1,1,83,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_2,1,2,84,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_3,1,3,85,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_4,1,4,86,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_5,1,5,87,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_6,1,6,88,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_7,1,7,89,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_8,1,8,90,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_9,1,9,91,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_0,1,0,92,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_1,1,1,93,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_4,1,4,94,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_5,1,5,95,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_10,1,10,96,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_11,1,11,97,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_18,1,18,98,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_19,1,19,99,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_28,1,28,100,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_29,1,29,101,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_0,1,0,102,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_1,1,1,103,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_6,1,6,104,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_7,1,7,105,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_18,1,18,106,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_19,1,19,107,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_38,1,38,108,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_39,1,39,109,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_68,1,68,110,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_69,1,69,111,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_0,1,0,112,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_1,1,1,113,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_8,1,8,114,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_9,1,9,115,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_28,1,28,116,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_29,1,29,117,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_68,1,68,118,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_69,1,69,119,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_138,1,138,120,0.0
EIC,EIC_offshorewind_class12_moderate_floating_0_139,1,139,121,0.0
TRE,TRE_naturalgas_ccavgcf_moderate_0,2,0,122,0.0
TRE,TRE_naturalgas_ctavgcf_moderate_0,2,0,123,0.0
TRE,TRE_battery_moderate_0,2,0,124,0.0
TRE,TRE_naturalgas_ccccsavgcf_conservative_0,2,0,125,0.0
TRE,TRE_advnuclear_atb_moderate_0,2,0,126,0.0
TRE,TRE_storage_metalair_advanced_0,2,0,127,-2.48258070245645e6
TRE,TRE_landbasedwind_class1_moderate_0,2,0,128,-1.0730620501144999e6
TRE,TRE_landbasedwind_class1_moderate_1,2,1,129,-608516.0379081987
TRE,TRE_landbasedwind_class1_moderate_2,2,2,130,-695336.9520017776
TRE,TRE_landbasedwind_class1_moderate_3,2,3,131,-591702.0619483081
TRE,TRE_landbasedwind_class1_moderate_4,2,4,132,-769767.2706302722
TRE,TRE_landbasedwind_class1_moderate_5,2,5,133,-821267.7085295169
TRE,TRE_landbasedwind_class1_moderate_6,2,6,134,-654271.5686392558
TRE,TRE_landbasedwind_class1_moderate_7,2,7,135,-6.690251401487214e6
TRE,TRE_landbasedwind_class1_moderate_8,2,8,136,-323361.6523142097
TRE,TRE_landbasedwind_class1_moderate_9,2,9,137,-198763.1042420511
TRE,TRE_utilitypv_class1_moderate_0,2,0,138,-1.2525216832523507e6
TRE,TRE_utilitypv_class1_moderate_1,2,1,139,-1.025339034061267e6
TRE,TRE_utilitypv_class1_moderate_2,2,2,140,-876216.7844979223
TRE,TRE_utilitypv_class1_moderate_3,2,3,141,-710389.5795512893
TRE,TRE_utilitypv_class1_moderate_4,2,4,142,-703857.147710806
TRE,TRE_utilitypv_class1_moderate_5,2,5,143,-586947.1062348122
TRE,TRE_utilitypv_class1_moderate_6,2,6,144,-512889.1026193911
TRE,TRE_utilitypv_class1_moderate_7,2,7,145,-608228.4795891128
TRE,TRE_utilitypv_class1_moderate_8,2,8,146,-201264.58552826813
TRE,TRE_utilitypv_class1_moderate_9,2,9,147,-416776.9838270825
TRE,TRE_offshorewind_class3_moderate_fixed_1_0,2,0,148,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_1,2,1,149,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_2,2,2,150,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_3,2,3,151,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_4,2,4,152,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_5,2,5,153,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_6,2,6,154,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_7,2,7,155,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_8,2,8,156,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_1_9,2,9,157,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_0,2,0,158,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_1,2,1,159,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_4,2,4,160,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_5,2,5,161,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_10,2,10,162,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_11,2,11,163,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_18,2,18,164,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_19,2,19,165,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_28,2,28,166,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_29,2,29,167,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_0,2,0,168,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_1,2,1,169,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_6,2,6,170,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_7,2,7,171,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_18,2,18,172,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_19,2,19,173,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_38,2,38,174,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_39,2,39,175,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_68,2,68,176,0.0
TRE,TRE_offshorewind_class12_moderate_floating_1_69,2,69,177,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_0,2,0,178,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_1,2,1,179,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_8,2,8,180,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_9,2,9,181,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_28,2,28,182,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_29,2,29,183,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_68,2,68,184,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_69,2,69,185,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_138,2,138,186,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_139,2,139,187,0.0
WECC,WECC_naturalgas_ccavgcf_moderate_0,3,0,188,0.0
WECC,WECC_naturalgas_ctavgcf_moderate_0,3,0,189,0.0
WECC,WECC_battery_moderate_0,3,0,190,0.0
WECC,WECC_naturalgas_ccccsavgcf_conservative_0,3,0,191,0.0
WECC,WECC_advnuclear_atb_moderate_0,3,0,192,0.0
WECC,WECC_storage_metalair_advanced_0,3,0,193,-6.0680498828273e7
WECC,WECC_landbasedwind_class1_moderate_0,3,0,194,-868470.2832207447
WECC,WECC_landbasedwind_class1_moderate_1,3,1,195,-890399.0163101441
WECC,WECC_landbasedwind_class1_moderate_2,3,2,196,-722643.9657364922
WECC,WECC_landbasedwind_class1_moderate_3,3,3,197,-921012.7966085948
WECC,WECC_landbasedwind_class1_moderate_4,3,4,198,-746308.1816595456
WECC,WECC_landbasedwind_class1_moderate_5,3,5,199,-177174.8051108283
WECC,WECC_landbasedwind_class1_moderate_6,3,6,200,-676966.6851167618
WECC,WECC_landbasedwind_class1_moderate_7,3,7,201,-128313.28813048499
WECC,WECC_landbasedwind_class1_moderate_8,3,8,202,-575799.9086144471
WECC,WECC_landbasedwind_class1_moderate_9,3,9,203,-88200.74333308564
WECC,WECC_utilitypv_class1_moderate_0,3,0,204,-1.3616652030135542e6
WECC,WECC_utilitypv_class1_moderate_1,3,1,205,-1.8740709719480937e6
WECC,WECC_utilitypv_class1_moderate_2,3,2,206,-911741.9336683116
WECC,WECC_utilitypv_class1_moderate_3,3,3,207,-2.3649692712129517e6
WECC,WECC_utilitypv_class1_moderate_4,3,4,208,-751053.3674493015
WECC,WECC_utilitypv_class1_moderate_5,3,5,209,-1.583325154861791e6
WECC,WECC_utilitypv_class1_moderate_6,3,6,210,-626699.6398783344
WECC,WECC_utilitypv_class1_moderate_7,3,7,211,-999443.2403123727
WECC,WECC_utilitypv_class1_moderate_8,3,8,212,-220976.6139134891
WECC,WECC_utilitypv_class1_moderate_9,3,9,213,-702292.5762904492
WECC,WECC_offshorewind_class3_moderate_fixed_1_0,3,0,214,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_1,3,1,215,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_2,3,2,216,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_3,3,3,217,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_4,3,4,218,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_5,3,5,219,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_6,3,6,220,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_7,3,7,221,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_8,3,8,222,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_1_9,3,9,223,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_0,3,0,224,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_1,3,1,225,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_4,3,4,226,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_5,3,5,227,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_10,3,10,228,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_11,3,11,229,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_18,3,18,230,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_19,3,19,231,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_28,3,28,232,0.0
WECC,WECC_offshorewind_class3_moderate_fixed_0_29,3,29,233,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_0,3,0,234,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_1,3,1,235,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_6,3,6,236,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_7,3,7,237,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_18,3,18,238,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_19,3,19,239,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_38,3,38,240,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_39,3,39,241,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_68,3,68,242,0.0
WECC,WECC_offshorewind_class12_moderate_floating_1_69,3,69,243,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_0,3,0,244,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_1,3,1,245,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_8,3,8,246,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_9,3,9,247,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_28,3,28,248,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_29,3,29,249,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_68,3,68,250,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_69,3,69,251,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_138,3,138,252,0.0
WECC,WECC_offshorewind_class12_moderate_floating_0_139,3,139,253,0.0
WECC,WECC_trans_light_duty_1,3,1,254,0.0
EIC,EIC_trans_light_duty_1,1,1,255,0.0
TRE,TRE_trans_light_duty_1,2,1,256,0.0
WECC,WECC_comm_water_heat_1,3,1,257,0.0
EIC,EIC_comm_water_heat_1,1,1,258,0.0
TRE,TRE_comm_water_heat_1,2,1,259,0.0
WECC,WECC_res_water_heat_1,3,1,260,0.0
EIC,EIC_res_water_heat_1,1,1,261,0.0
TRE,TRE_res_water_heat_1,2,1,262,0.0
WECC,WECC_comm_space_heat_cool_1,3,1,263,0.0
EIC,EIC_comm_space_heat_cool_1,1,1,264,0.0
TRE,TRE_comm_space_heat_cool_1,2,1,265,0.0
WECC,WECC_res_space_heat_cool_1,3,1,266,0.0
EIC,EIC_res_space_heat_cool_1,1,1,267,0.0
TRE,TRE_res_space_heat_cool_1,2,1,268,0.0
