region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
TRE,TRE_natural_gas_fired_combustion_turbine_1,2,1,26,0.0,0.0,2.9242909082329024e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6467647410554677e8,0.0,0.0,0.0,1.6467647410554677e8,2.9242909082329024e7,1.3543356502321774e8
TRE,TRE_natural_gas_fired_combustion_turbine_2,2,2,27,0.0,0.0,3.3713592254287496e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59207908815009e8,0.0,0.0,0.0,1.59207908815009e8,3.3713592254287496e7,1.254943165607215e8
TRE,TRE_natural_gas_internal_combustion_engine_1,2,1,28,0.0,0.0,1.05567e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8311527278673135e7,0.0,0.0,0.0,2.8311527278673135e7,1.05567e7,1.7754827278673135e7
TRE,TRE_natural_gas_steam_turbine_1,2,1,29,0.0,0.0,2.8198431143105286e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6460287144045717e8,0.0,0.0,0.0,4.6460287144045717e8,2.8198431143105286e8,1.826185600094043e8
TRE,TRE_nuclear_1,2,1,30,0.0,0.0,9.89563904849746e8,0.0,5.494269296699973e7,1.475811032742103e8,0.0,2310.0178247425824,0.0,1.1344983092379735e9,0.0,2.8835174019568825e8,0.0,0.0,0.0,1.4228500494336617e9,1.1920900111087806e9,2.3076003832488108e8
TRE,TRE_onshore_wind_turbine_1,2,1,31,0.0,0.0,9.323719490583689e8,0.0,0.0,0.0,0.0,0.0,0.0,1.436412202228771e9,0.0,2.2082756430119607e8,0.0,0.0,0.0,1.657239766529967e9,9.323719490583689e8,7.248678174715981e8
TRE,TRE_petroleum_liquids_1,2,1,32,0.0,0.0,497671.94959282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3346834689559771e6,0.0,0.0,0.0,1.3346834689559771e6,497671.94959282,837011.5193631571
TRE,TRE_small_hydroelectric_1,2,1,33,0.0,0.0,526937.6,0.0,0.0,0.0,0.0,0.0,0.0,108298.8981127326,0.0,23271.639627818015,0.0,0.0,0.0,131570.53774055062,526937.6,-395367.0622594494
TRE,TRE_solar_photovoltaic_1,2,1,34,0.0,0.0,4.120761222869425e7,0.0,0.0,0.0,0.0,0.0,0.0,6.306914215818199e7,0.0,5.123222375889445e6,0.0,0.0,0.0,6.819236453407143e7,4.120761222869425e7,2.6984752305377178e7
WECC,WECC_batteries_1,3,1,35,0.0,0.0,8.4640125e6,0.0,182659.51652243268,0.0,215807.55727816676,0.0,3.369297074998975e6,6.419147815835715e7,0.0,1.2206431440514248e7,0.0,0.0,0.0,7.63979095988714e7,1.2231776648799576e7,6.416613295007182e7
WECC,WECC_biomass_1,3,1,36,0.0,0.0,8.311835e7,0.0,3.44630664e7,4.013450940000002e8,0.0,0.0,0.0,1.5026747484029552e8,0.0,3.668943126623253e7,0.0,0.0,0.0,1.8695690610652804e8,5.189265104000002e8,-3.319696042934722e8
WECC,WECC_conventional_hydroelectric_1,3,1,37,0.0,0.0,2.189049344e9,0.0,0.0,0.0,0.0,0.0,0.0,5.160299995264981e9,0.0,0.0,0.0,0.0,0.0,5.160299995264981e9,2.189049344e9,2.9712506512649813e9
WECC,WECC_conventional_steam_coal_1,3,1,38,0.0,0.0,7.324539544212561e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60101361194586e8,0.0,0.0,0.0,7.60101361194586e8,7.324539544212561e8,2.7647406773329973e7
WECC,WECC_conventional_steam_coal_2,3,2,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC,WECC_geothermal_1,3,1,40,0.0,0.0,3.6642859240000004e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1668704056433009e8,0.0,0.0,0.0,1.1668704056433009e8,3.6642859240000004e8,-2.4974155183566993e8
WECC,WECC_hydroelectric_pumped_storage_1,3,1,41,0.0,0.0,2.148729208e8,0.0,0.0,0.0,0.0,0.0,5.699748339229239e7,7.497395936125582e8,0.0,7.525961147858584e7,0.0,0.0,0.0,8.249992050911441e8,2.718704041922924e8,5.531288008988516e8
WECC,WECC_natural_gas_fired_combined_cycle_1,3,1,42,0.0,0.0,3.9093271710875225e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5032246144851446e9,0.0,0.0,0.0,2.5032246144851446e9,3.9093271710875225e8,2.1122918973763924e9
WECC,WECC_natural_gas_fired_combined_cycle_2,3,2,43,0.0,0.0,2.061895635099343e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.324971088894249e8,0.0,0.0,0.0,8.324971088894249e8,2.061895635099343e8,6.263075453794906e8
WECC,WECC_natural_gas_fired_combustion_turbine_1,3,1,44,0.0,0.0,1.5983303172295108e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.015631302614351e9,0.0,0.0,0.0,1.015631302614351e9,1.5983303172295108e8,8.557982708914e8
WECC,WECC_natural_gas_fired_combustion_turbine_2,3,2,45,0.0,0.0,8.471364276004279e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.182727605608298e8,0.0,0.0,0.0,4.182727605608298e8,8.471364276004279e7,3.3355911780078703e8
WECC,WECC_natural_gas_internal_combustion_engine_1,3,1,46,0.0,0.0,2.6936672532123234e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.541104445668906e7,0.0,0.0,0.0,8.541104445668906e7,2.6936672532123234e7,5.847437192456582e7
WECC,WECC_natural_gas_steam_turbine_1,3,1,47,0.0,0.0,1.3695312493997416e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.777536655795677e8,0.0,0.0,0.0,1.777536655795677e8,1.3695312493997416e8,4.080054063959354e7
WECC,WECC_nuclear_1,3,1,48,0.0,0.0,1.096176147946136e9,0.0,3.797504493631117e7,1.0200444728755271e8,0.0,1894.875163658805,0.0,1.2237277590565605e9,0.0,3.4458682174825126e8,0.0,0.0,0.0,1.5683145808048117e9,1.2361575350451636e9,3.321570457596481e8
WECC,WECC_onshore_wind_turbine_1,3,1,49,0.0,0.0,8.876994209997505e8,0.0,0.0,0.0,0.0,0.0,0.0,1.64266069725909e9,0.0,2.5859151546796837e8,0.0,0.0,0.0,1.9012522127270584e9,8.876994209997505e8,1.0135527917273079e9
WECC,WECC_petroleum_liquids_1,3,1,50,0.0,0.0,1.3360200000000002e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236264277963182e7,0.0,0.0,0.0,4.236264277963182e7,1.3360200000000002e7,2.9002442779631823e7
WECC,WECC_small_hydroelectric_1,3,1,51,0.0,0.0,5.00731864e7,0.0,0.0,0.0,0.0,0.0,0.0,1.0600105124832684e8,0.0,2.2260557212299153e7,0.0,0.0,0.0,1.2826160846062599e8,5.00731864e7,7.8188422060626e7
WECC,WECC_solar_photovoltaic_1,3,1,52,0.0,0.0,3.316478394422292e8,0.0,0.0,0.0,0.0,0.0,0.0,3.3492554246784556e8,0.0,5.976252333626542e7,0.0,0.0,0.0,3.94688065804111e8,3.316478394422292e8,6.304022636188179e7
WECC,WECC_distributed_generation_1,3,1,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.610808532737941e9,0.0,6.485527917705559e8,0.0,0.0,0.0,4.2593613245084968e9,0.0,4.2593613245084968e9
EIC,EIC_distributed_generation_1,1,1,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2872082376605972e11,0.0,1.0257492129406858e10,0.0,0.0,0.0,-1.1846333163665286e11,0.0,-1.1846333163665286e11
TRE,TRE_distributed_generation_1,2,1,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.791596630931091e8,0.0,2.9718701678591203e7,0.0,0.0,0.0,4.0887836477170026e8,0.0,4.0887836477170026e8
EIC,EIC_naturalgas_ccavgcf_moderate_0,1,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC,EIC_naturalgas_ctavgcf_moderate_0,1,0,57,166877.09129307757,0.0,77545.11677187619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238421.6041914276,0.0,0.0,0.0,238421.6041914276,244422.20806495374,-6000.6038735261245
EIC,EIC_battery_moderate_0,1,0,58,2.0050230153708e10,6.676237150787179e10,5.976530211499207e9,1.9899081227781235e10,2.9896956505476344e8,0.0,3.53224911454093e8,0.0,-9.133474070513084e10,2.2005691708353832e10,0.0,-71786.42875249386,0.0,0.0,0.0,2.200561992192508e10,2.2005666872238235e10,-46950.31315612793
EIC,EIC_naturalgas_ccccsavgcf_conservative_0,1,0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC,EIC_advnuclear_atb_moderate_0,1,0,60,144972.60782665602,0.0,0.0,0.0,4095.0609045980855,10989.182452860183,0.0,4800.803811787701,0.0,30751.845329363066,0.0,20800.98417756829,0.0,0.0,0.0,51552.82950693136,164857.654995902,-113304.82548897064
EIC,EIC_storage_metalair_advanced_0,1,0,61,6.490205283821171e6,0.0,5.604270043631155e6,0.0,0.0,0.0,0.0,0.0,-1.0673713980974859e8,9.31986225119272e7,0.0,0.0,0.0,0.0,0.0,9.31986225119272e7,-9.464266448229626e7,1.8784128699422348e8
EIC,EIC_landbasedwind_class1_moderate_0,1,0,62,346052.21663850034,0.0,180566.23073387815,0.0,0.0,0.0,0.0,0.0,-205150.82831561074,382463.0733226875,0.0,0.0,0.0,0.0,0.0,382463.0733226875,321467.6190567678,60995.45426591969
EIC,EIC_landbasedwind_class1_moderate_1,1,1,63,2.0455466456666949e9,0.0,1.0286925864984534e9,0.0,0.0,0.0,0.0,0.0,-5.62365457207536e8,1.7071514330807707e9,0.0,0.0,0.0,0.0,0.0,1.7071514330807707e9,2.511873774957612e9,-8.047223418768413e8
EIC,EIC_landbasedwind_class1_moderate_2,1,2,64,133631.34399878327,0.0,65934.42742381681,0.0,0.0,0.0,0.0,0.0,-158252.18275731578,189381.20848862274,0.0,0.0,0.0,0.0,0.0,189381.20848862274,41313.588665284304,148067.61982333843
EIC,EIC_landbasedwind_class1_moderate_3,1,3,65,184293.51626193326,0.0,83931.12747159183,0.0,0.0,0.0,0.0,0.0,-166512.12338564193,223457.6618206965,0.0,0.0,0.0,0.0,0.0,223457.6618206965,101712.52034788314,121745.14147281335
EIC,EIC_landbasedwind_class1_moderate_4,1,4,66,108761.39708971664,0.0,53524.12765209944,0.0,0.0,0.0,0.0,0.0,-152979.19293407016,166909.29739622356,0.0,0.0,0.0,0.0,0.0,166909.29739622356,9306.33180774594,157602.96558847761
EIC,EIC_landbasedwind_class1_moderate_5,1,5,67,322079.1114862901,0.0,149585.40452079108,0.0,0.0,0.0,0.0,0.0,-190369.45870249023,324441.3926335546,0.0,0.0,0.0,0.0,0.0,324441.3926335546,281295.05730459094,43146.33532896364
EIC,EIC_landbasedwind_class1_moderate_6,1,6,68,78294.90481208224,0.0,33454.34875374139,0.0,0.0,0.0,0.0,0.0,-139146.54007431315,134410.98548322392,0.0,0.0,0.0,0.0,0.0,134410.98548322392,-27397.286508489517,161808.27199171344
EIC,EIC_landbasedwind_class1_moderate_7,1,7,69,180027.2616903392,0.0,79592.2567057954,0.0,0.0,0.0,0.0,0.0,-160196.50669503782,202666.39945790824,0.0,0.0,0.0,0.0,0.0,202666.39945790824,99423.01170109678,103243.38775681145
EIC,EIC_landbasedwind_class1_moderate_8,1,8,70,75522.795453572,0.0,28086.751916610127,0.0,0.0,0.0,0.0,0.0,-126085.06673265381,117195.99384917747,0.0,0.0,0.0,0.0,0.0,117195.99384917747,-22475.519362471678,139671.51321164914
EIC,EIC_landbasedwind_class1_moderate_9,1,9,71,107549.76698790333,0.0,21094.116289004196,0.0,0.0,0.0,0.0,0.0,-38237.881407751855,41799.5202486861,0.0,0.0,0.0,0.0,0.0,41799.5202486861,90406.00186915568,-48606.481620469574
EIC,EIC_utilitypv_class1_moderate_0,1,0,72,323050.14168747887,0.0,147852.0492366463,0.0,0.0,0.0,0.0,0.0,-191064.97349020356,468426.534669482,0.0,0.0,0.0,0.0,0.0,468426.534669482,279837.2174339216,188589.3172355604
EIC,EIC_utilitypv_class1_moderate_1,1,1,73,9.849959377506695e9,0.0,5.000259836011702e9,0.0,0.0,0.0,0.0,0.0,-1.597246035163811e9,1.0336834292225817e10,0.0,0.0,0.0,0.0,0.0,1.0336834292225817e10,1.3252973178354586e10,-2.916138886128769e9
EIC,EIC_utilitypv_class1_moderate_2,1,2,74,126711.88088805693,0.0,50396.49454467541,0.0,0.0,0.0,0.0,0.0,-160472.25768176356,227515.58605441728,0.0,0.0,0.0,0.0,0.0,227515.58605441728,16636.117750968784,210879.4683034485
EIC,EIC_utilitypv_class1_moderate_3,1,3,75,422464.2534724647,0.0,188262.57049562273,0.0,0.0,0.0,0.0,0.0,-198991.16321707808,537988.2719673162,0.0,0.0,0.0,0.0,0.0,537988.2719673162,411735.66075100936,126252.6112163068
EIC,EIC_utilitypv_class1_moderate_4,1,4,76,127697.26618289675,0.0,49269.322244754396,0.0,0.0,0.0,0.0,0.0,-158489.343342979,218777.68260948086,0.0,0.0,0.0,0.0,0.0,218777.68260948086,18477.245084672148,200300.43752480872
EIC,EIC_utilitypv_class1_moderate_5,1,5,77,111331.70404119254,0.0,37724.88820470982,0.0,0.0,0.0,0.0,0.0,-155052.59687714613,190943.8124524893,0.0,0.0,0.0,0.0,0.0,190943.8124524893,-5996.004631243763,196939.81708373307
EIC,EIC_utilitypv_class1_moderate_6,1,6,78,100720.34988196318,0.0,33166.1457929572,0.0,0.0,0.0,0.0,0.0,-151294.91500218044,172626.56700739852,0.0,0.0,0.0,0.0,0.0,172626.56700739852,-17408.419327260053,190034.98633465858
EIC,EIC_utilitypv_class1_moderate_7,1,7,79,146409.73095644754,0.0,51926.764827601604,0.0,0.0,0.0,0.0,0.0,-156526.9588049481,222650.505711346,0.0,0.0,0.0,0.0,0.0,222650.505711346,41809.536979101045,180840.96873224495
EIC,EIC_utilitypv_class1_moderate_8,1,8,80,95731.03758168215,0.0,28328.083132893844,0.0,0.0,0.0,0.0,0.0,-142871.67016138375,151653.37226410385,0.0,0.0,0.0,0.0,0.0,151653.37226410385,-18812.549446807767,170465.9217109116
EIC,EIC_utilitypv_class1_moderate_9,1,9,81,100543.04917009689,0.0,14328.851823988234,0.0,0.0,0.0,0.0,0.0,-58166.45094172913,56500.19954585147,0.0,0.0,0.0,0.0,0.0,56500.19954585147,56705.450052356,-205.25050650452613
EIC,EIC_offshorewind_class3_moderate_fixed_1_0,1,0,82,28176.577904104506,0.0,15011.370865868214,0.0,0.0,0.0,0.0,0.0,0.0,10671.226944126183,0.0,7204.595650613198,0.0,0.0,0.0,17875.82259473938,43187.94876997272,-25312.126175233338
EIC,EIC_offshorewind_class3_moderate_fixed_1_1,1,1,83,29680.118430273822,0.0,14799.499203807021,0.0,0.0,0.0,0.0,0.0,0.0,12262.524791401163,0.0,8227.912511818688,0.0,0.0,0.0,20490.43730321985,44479.617634080845,-23989.180330860996
EIC,EIC_offshorewind_class3_moderate_fixed_1_2,1,2,84,26092.667859765334,0.0,13295.20918239509,0.0,0.0,0.0,0.0,0.0,0.0,8292.32207186684,0.0,6589.821381675402,0.0,0.0,0.0,14882.143453542241,39387.87704216043,-24505.733588618186
EIC,EIC_offshorewind_class3_moderate_fixed_1_3,1,3,85,31180.39689856951,0.0,14486.479024802073,0.0,0.0,0.0,0.0,0.0,0.0,10351.320708814423,0.0,8545.801554616217,0.0,0.0,0.0,18897.12226343064,45666.87592337158,-26769.753659940943
EIC,EIC_offshorewind_class3_moderate_fixed_1_4,1,4,86,30091.112637567858,0.0,14325.527328530445,0.0,0.0,0.0,0.0,0.0,0.0,10155.095345933805,0.0,7396.295461168664,0.0,0.0,0.0,17551.39080710247,44416.6399660983,-26865.24915899583
EIC,EIC_offshorewind_class3_moderate_fixed_1_5,1,5,87,18655.060775063255,0.0,9969.690873773348,0.0,0.0,0.0,0.0,0.0,0.0,2725.7543129313754,0.0,758.475967528655,0.0,0.0,0.0,3484.2302804600304,28624.7516488366,-25140.521368376572
EIC,EIC_offshorewind_class3_moderate_fixed_1_6,1,6,88,18936.4077111298,0.0,10246.744301029967,0.0,0.0,0.0,0.0,0.0,0.0,1712.3411660000795,0.0,1872.3995700865753,0.0,0.0,0.0,3584.7407360866546,29183.152012159764,-25598.411276073108
EIC,EIC_offshorewind_class3_moderate_fixed_1_7,1,7,89,23957.647011403973,0.0,5409.884691036353,0.0,0.0,0.0,0.0,0.0,0.0,2771.4611028787563,0.0,1463.1681894080432,0.0,0.0,0.0,4234.6292922868,29367.531702440327,-25132.902410153525
EIC,EIC_offshorewind_class3_moderate_fixed_1_8,1,8,90,25410.06669006771,0.0,5064.9298768424305,0.0,0.0,0.0,0.0,0.0,0.0,2150.579730451032,0.0,1313.3383566199198,0.0,0.0,0.0,3463.9180870709515,30474.99656691014,-27011.07847983919
EIC,EIC_offshorewind_class3_moderate_fixed_1_9,1,9,91,18884.814465896365,0.0,9534.410299870668,0.0,0.0,0.0,0.0,0.0,0.0,1318.8847000763008,0.0,2250.792614746021,0.0,0.0,0.0,3569.677314822322,28419.22476576703,-24849.54745094471
EIC,EIC_offshorewind_class3_moderate_fixed_0_0,1,0,92,28176.577904104506,0.0,15011.370865868214,0.0,0.0,0.0,0.0,0.0,0.0,10671.226944126183,0.0,7204.595650613198,0.0,0.0,0.0,17875.82259473938,43187.94876997272,-25312.126175233338
EIC,EIC_offshorewind_class3_moderate_fixed_0_1,1,1,93,29680.118430273822,0.0,14799.499203807021,0.0,0.0,0.0,0.0,0.0,0.0,12262.524791401163,0.0,8227.912511818688,0.0,0.0,0.0,20490.43730321985,44479.617634080845,-23989.180330860996
EIC,EIC_offshorewind_class3_moderate_fixed_0_4,1,4,94,26092.667859765308,0.0,13295.209182395078,0.0,0.0,0.0,0.0,0.0,0.0,8292.322071866838,0.0,6589.821381675396,0.0,0.0,0.0,14882.143453542234,39387.877042160384,-24505.73358861815
EIC,EIC_offshorewind_class3_moderate_fixed_0_5,1,5,95,31180.396898569525,0.0,14486.479024802078,0.0,0.0,0.0,0.0,0.0,0.0,10351.32070881442,0.0,8545.801554616222,0.0,0.0,0.0,18897.122263430643,45666.875923371605,-26769.75365994096
EIC,EIC_offshorewind_class3_moderate_fixed_0_10,1,10,96,30091.11263756785,0.0,14325.527328530443,0.0,0.0,0.0,0.0,0.0,0.0,10155.095345933805,0.0,7396.295461168662,0.0,0.0,0.0,17551.390807102467,44416.63996609829,-26865.249158995826
EIC,EIC_offshorewind_class3_moderate_fixed_0_11,1,11,97,18655.060775063248,0.0,9969.690873773345,0.0,0.0,0.0,0.0,0.0,0.0,2725.754312931375,0.0,758.4759675286547,0.0,0.0,0.0,3484.2302804600295,28624.751648836595,-25140.521368376565
EIC,EIC_offshorewind_class3_moderate_fixed_0_18,1,18,98,18936.4077111298,0.0,10246.744301029967,0.0,0.0,0.0,0.0,0.0,0.0,1712.34116600008,0.0,1872.3995700865753,0.0,0.0,0.0,3584.7407360866555,29183.152012159764,-25598.411276073108
EIC,EIC_offshorewind_class3_moderate_fixed_0_19,1,19,99,23957.647011403984,0.0,5409.8846910363545,0.0,0.0,0.0,0.0,0.0,0.0,2771.4611028787535,0.0,1463.1681894080436,0.0,0.0,0.0,4234.629292286797,29367.531702440338,-25132.90241015354
EIC,EIC_offshorewind_class3_moderate_fixed_0_28,1,28,100,25410.066690067728,0.0,5064.929876842434,0.0,0.0,0.0,0.0,0.0,0.0,2150.579730451032,0.0,1313.3383566199207,0.0,0.0,0.0,3463.9180870709524,30474.996566910162,-27011.07847983921
EIC,EIC_offshorewind_class3_moderate_fixed_0_29,1,29,101,18884.81446589634,0.0,9534.410299870655,0.0,0.0,0.0,0.0,0.0,0.0,1318.884700076301,0.0,2250.792614746018,0.0,0.0,0.0,3569.677314822319,28419.224765766994,-24849.547450944676
EIC,EIC_offshorewind_class12_moderate_floating_1_0,1,0,102,28694.371179377173,0.0,9653.809984323714,0.0,0.0,0.0,0.0,0.0,0.0,7063.089140850693,0.0,5281.004956809663,0.0,0.0,0.0,12344.094097660356,38348.18116370089,-26004.08706604053
